Rk,Player,Tm,2014-15,2015-16,2016-17,2017-18,2018-19,2019-20,Signed Using,Guaranteed,Birthplace,HomeTown,HighSchool,College,Past Pro,Past Pro 2,Twitter_id,Twitter_username,Twitter_followers,Twitter_friends,birthPlace,birthPlace_url,weight,nationality,dob,college,weeki_comment,high_school,height
166,"Jonas Jerebko","DET","$4500000","","","","","","Early Bird Rights","$4500000","","","","","","","","JonasJerebko","23920 followers ","","{Kinna|Sweden}","{http://dbpedia.org/resource/Kinna|http://dbpedia.org/resource/Sweden}",104782,"NULL","1987-03-02","NULL","Jonas Jerebko (born March 2 1987) is a Swedish professional basketball player. He is 6 ft 10 in (2.08 m) tall in shoes and he weighs 231 pounds (105 kg). He was selected in the second round of the 2009 NBA draft by the Detroit Pistons becoming the second Swedish-born basketball player to be selected in the NBA draft.","NULL",2.0828
334,"Jordan Adams","MEM","$1344120","$1404600","$1465080","$2410057","","","1st Round Pick","$2748720","","","","","","","","","","","{Atlanta|Georgia (U.S. state)}","{http://dbpedia.org/resource/Atlanta|http://dbpedia.org/resource/Georgia_(U.S._state)}",99792,"NULL","1994-07-08","UCLA Bruins men's basketball","Jordan Lavell Adams (born July 8 1994) is a college basketball player for the UCLA Bruins. He was the first UCLA freshman to score 20 or more points in his first four games and an all-conference first-team selection in the Pacific-12 Conference in his sophomore year.","{Mouth of Wilson Virginia|Oak Hill Academy (Mouth of Wilson Virginia)}",1.9558
278,"Jordan Farmar","LAC","$2077000","","","","","","","$2077000","","","","","","","","JrFarmar","32520 followers ","","Los Angeles","http://dbpedia.org/resource/Los_Angeles",81648,"NULL","1986-11-30","UCLA Bruins men's basketball","Jordan Robert Farmar (born November 30 1986) is an American professional basketball player who currently plays for the Los Angeles Lakers of the National Basketball Association (NBA).In high school he was named the Los Angeles Times High-School Player of the Year in 2003–04. Playing for UCLA in college he was the Rivals.com National Freshman of the Year in 2004–05.Farmar was selected 26th overall in the first round of the 2006 NBA draft by the Los Angeles Lakers.","NULL",1.8796
525,"Jordan Hamilton","UTA","$25000","","","","","","","$25000","","","","","","","","J_Goin_HAM","37731 followers ","","{California|Los Angeles}","{http://dbpedia.org/resource/California|http://dbpedia.org/resource/Los_Angeles}",99792,"NULL","1990-10-06","Texas Longhorns men's basketball","Jordan Christian Hamilton (born October 6 1990) is an American professional basketball player who currently plays for the Houston Rockets of the NBA. He played college basketball at the University of Texas.","Manuel Dominguez High School",2.0066
95,"Josh Childress","PHO","$7317500","","","","","","","","","","","","","","","JChillin","64465 followers ","","{California|Harbor City Los Angeles}","{http://dbpedia.org/resource/California|http://dbpedia.org/resource/Harbor_City,_Los_Angeles}",95256,"NULL","1983-06-20","Stanford Cardinal men's basketball","Joshua Malik Josh Childress (born June 20 1983) is an American professional basketball player who last played for the New Orleans Pelicans of the NBA. He has previously played with the Atlanta Hawks Phoenix Suns and Brooklyn Nets of the NBA and Olympiacos Piraeus in the Greek League and the Euroleague.","Mayfair High School",2.032
142,"Josh McRoberts","MIA","$5305000","$5543725","$5782450","$6021175","","","MLE","$16631175","","","","","","","","","","","{Indianapolis|Indiana}","{http://dbpedia.org/resource/Indianapolis|http://dbpedia.org/resource/Indiana}",108864,"NULL","1987-02-28","Duke Blue Devils men's basketball","Joshua Scott Josh McRoberts (born February 28 1987) is an American professional basketball player who currently plays for the Charlotte Bobcats of the National Basketball Association (NBA). He was selected by the Portland Trail Blazers with the 37th overall pick in the 2007 NBA Draft. McRoberts a 6-foot-10-inch (2.08 m) power forward–center played in college for the Duke Blue Devils men's basketball team during the 2006 and 2007 seasons.","NULL",2.0828
31,"Josh Smith","DET","$14000000","$14000000","$14000000","","","","","$42000000","","","","","","","","","","","{Georgia (U.S. state)|College Park Georgia}","{http://dbpedia.org/resource/Georgia_(U.S._state)|http://dbpedia.org/resource/College_Park,_Georgia}",102060,"NULL","1985-12-05","NULL","Josh Smith (born December 5 1985) is an American professional basketball player who currently plays for the Detroit Pistons of the National Basketball Association (NBA). He previously played for his hometown Atlanta Hawks where he spent the first nine seasons of his career. His popular nickname is J-Smoove.","NULL",2.0574
279,"Josh Smith","HOU","$2077000","","","","","","BAE","$2077000","","","","","","","","","","","{Georgia (U.S. state)|College Park Georgia}","{http://dbpedia.org/resource/Georgia_(U.S._state)|http://dbpedia.org/resource/College_Park,_Georgia}",102060,"NULL","1985-12-05","NULL","Josh Smith (born December 5 1985) is an American professional basketball player who currently plays for the Detroit Pistons of the National Basketball Association (NBA). He previously played for his hometown Atlanta Hawks where he spent the first nine seasons of his career. His popular nickname is J-Smoove.","NULL",2.0574
61,"Jrue Holiday","NOP","$9904495","$10595507","$11286518","","","","Bird Rights","$31786520","","","","","","","","Jrue_Holiday11","116160 followers ","","Chatsworth Los Angeles","http://dbpedia.org/resource/Chatsworth,_Los_Angeles",92988,"NULL","1990-06-12","UCLA Bruins men's basketball","Jrue Randall Holiday (born June 12 1990) is an American professional basketball player who currently plays for the New Orleans Pelicans of the National Basketball Association (NBA). He played college basketball for one season at UCLA before entering the NBA.","NULL",1.9304
233,"Julius Randle","LAL","$2997360","$3132240","$3267120","$4149242","","","1st Round Pick","$6129600","","","","","","","","","","","Dallas","http://dbpedia.org/resource/Dallas",113400,"NULL","1994-11-29","Kentucky Wildcats men's basketball","Julius Randle (born November 29 1994) is an American college basketball player. He currently attends the University of Kentucky. He is a top prospect for the 2014 NBA draft. On April 22 2014 Julius Randle delared for the NBA Draft.","NULL",2.0574
437,"Justin Holiday","GSW","$816482","","","","","","Minimum Salary","$35000","","","","","","","","JustHolla7","6824 followers ","","{Mission Hills California|Chatsworth Los Angeles}","{http://dbpedia.org/resource/Mission_Hills,_California|http://dbpedia.org/resource/Chatsworth,_Los_Angeles}",83916,"NULL","1989-04-05","Washington Huskies men's basketball","Justin Alaric Holiday (born April 5 1989) is an American professional basketball player. He played college basketball at the University of Washington and is the older brother of New Orleans Pelicans point guard Jrue Holiday.","NULL",1.9812
237,"Kawhi Leonard","SAS","$2894059","","","","","","1st Round Pick","$2894059","","","","","","","","","","","{California|Riverside California}","{http://dbpedia.org/resource/California|http://dbpedia.org/resource/Riverside,_California}",104328,"NULL","1991-06-29","San Diego State Aztecs men's basketball","Kawhi Leonard (/kəˈwaɪ/ born June 29 1991) is an American professional basketball player who currently plays for the San Antonio Spurs of the National Basketball Association (NBA).","NULL",2.0066
280,"Kelly Olynyk","BOS","$2075760","$2165160","$3094014","","","","1st Round Pick","$4240920","","","","","","","","KellyOlynyk","35097 followers ","","{Ontario|Toronto}","{http://dbpedia.org/resource/Ontario|http://dbpedia.org/resource/Toronto}",107957,"NULL","1991-04-19","Gonzaga Bulldogs men's basketball","Kelly Tyler Olynyk (born April 19 1991) is a Canadian professional basketball player who currently plays for the Boston Celtics of the National Basketball Association (NBA). He was an NCAA All-American while playing for the Gonzaga Bulldogs.Born in Toronto Olynyk and moved to Kamloops B.C. in grade 7.","NULL",2.1336
214,"Kemba Walker","CHO","$3272091","$12000000","$12000000","$12000000","$12000000","","1st Round Pick","$51272091","","","","","","","","KembaWalker","256409 followers ","","{The Bronx|New York City|New York}","{http://dbpedia.org/resource/The_Bronx|http://dbpedia.org/resource/New_York_City|http://dbpedia.org/resource/New_York}",83462.39999999999,"NULL","1990-05-08","Connecticut Huskies men's basketball","Kemba Hudley Walker (born May 8 1990) is an American professional basketball player who currently plays for the Charlotte Bobcats of the National Basketball Association (NBA). Walker grew up in The Bronx New York and graduated from Rice High School in 2008. With the Huskies basketball team at the University of Connecticut Walker was the 2nd leading college basketball scorer in the United States and helped his team win the 2011 NCAA tournament.","NULL",1.8542
402,"Kendall Marshall","MIL","$915243","","","","","","Minimum Salary","","","","","","","","","KButter5","217859 followers ","","Dumfries Virginia","http://dbpedia.org/resource/Dumfries,_Virginia",88452,"NULL","1991-08-19","North Carolina Tar Heels men's basketball","Kendall Dewan Marshall (born August 19 1991) is an American professional basketball player who currently plays for the Los Angeles Lakers of the National Basketball Association (NBA). He was born in Dumfries Virginia and attended Bishop O'Connell High School in Arlington Virginia. He was drafted by the Phoenix Suns in the first round of the 2012 NBA Draft with the 13th overall pick.","NULL",1.9304
65,"Kendrick Perkins","OKC","$9654342","","","","","","Bird Rights","$9154342","","","","","","","","KendrickPerkins","81462 followers ","","Nederland Texas","http://dbpedia.org/resource/Nederland,_Texas",122472,"NULL","1984-11-10","NULL","Kendrick La'Dale Perkins. (born November 10 1984) is an American professional basketball player who currently plays for the Oklahoma City Thunder of the National Basketball Association (NBA).","NULL",2.0828
263,"Kenneth Faried","DEN","$2249768","$11235955","$12078652","$12921348","$13764045","","1st Round Pick","$52249768","","","","","","","","KennethFaried35","150042 followers ","","Newark New Jersey","http://dbpedia.org/resource/Newark,_New_Jersey",103421,"NULL","{1989-11-18|1989-11-19}","Morehead State Eagles men's basketball","Kenneth Bernard Faried Lewis (born November 19 1989) is an American professional basketball player who currently plays for the Denver Nuggets of the National Basketball Association (NBA). He was a center at Morehead State University where he was named Ohio Valley Conference Player of the Year twice and an All-American in 2011.","Technology High School (New Jersey)",2.032
288,"Kent Bazemore","ATL","$2000000","$2000000","","","","","","$4000000","","","","","","","","24Bazemore","48501 followers ","","Kelford North Carolina","http://dbpedia.org/resource/Kelford,_North_Carolina",91173.60000000001,"NULL","1989-07-01","Old Dominion Monarchs basketball","Kenneth Lamont Kent Bazemore Jr. (born July 1 1989) is an American professional basketball player who currently plays for the Los Angeles Lakers of the NBA. As a junior at Old Dominion University Bazemore was the 2011 winner of the Lefty Driesell Award given to the best defensive player in college basketball.","NULL",1.9558
240,"Kentavious Caldwell-Pope","DET","$2772480","$2891760","$3678319","","","","1st Round Pick","$2772480","","","","","","","","CaldwellPope","16279 followers ","","{Thomaston Georgia|Georgia Bulldogs basketball}","{http://dbpedia.org/resource/Thomaston,_Georgia|http://dbpedia.org/resource/Georgia_Bulldogs_basketball}",92988,"NULL","1993-02-18","Georgia Bulldogs basketball","Kentavious Tannell Caldwell-Pope (born February 18 1993) is an American professional basketball shooting guard with the Detroit Pistons of the National Basketball Association (NBA). He was one of the top high school basketball players in the class of 2011. He was selected with the 8th overall pick in the 2013 NBA Draft by the Detroit Pistons. Caldwell-Pope played college basketball for Georgia for two years before declaring for the 2013 NBA Draft on April 15 2013.","NULL",1.9558
474,"Kenyon Martin","MIL","$414551","","","","","","Minimum Salary","$170410","","","","","","","","KenyonMartinSr","16751 followers ","","Saginaw Michigan","http://dbpedia.org/resource/Saginaw,_Michigan",102060,"NULL","1977-12-30","Cincinnati Bearcats men's basketball","Kenyon Lee Martin (born December 30 1977) is an American professional basketball player who currently plays for the New York Knicks of the National Basketball Association (NBA). He previously played for the New Jersey Nets Denver Nuggets and Los Angeles Clippers of the NBA and the Xinjiang Flying Tigers of China. Martin is 6'9 and 225 lbs and was the first overall pick of the 2000 NBA Draft.","NULL",2.0574
12,"Kevin Durant","OKC","$18995624","$20158622","","","","","Bird Rights","$39154246","","","","","","","","KDTrey5","9047968 followers ","","Washington D.C.","http://dbpedia.org/resource/Washington,_D.C.",108864,"NULL","1988-09-29","Texas Longhorns men's basketball","Kevin Wayne Durant (born September 29 1988) is an American professional basketball player with the Oklahoma City Thunder of the National Basketball Association (NBA). Standing at 6 ft 9 in (2.06 m) and weighing 240 pounds (109 kg) he has played the small forward and power forward positions for the Thunder formerly the Seattle SuperSonics. Durant has won four NBA scoring titles the NBA Rookie of the Year Award and an Olympic gold medal.","NULL",2.0574
47,"Kevin Garnett","BRK","$12000000","","","","","","Bird Rights","$12000000","","","","","","","","","","","{Greenville South Carolina|Mauldin South Carolina}","{http://dbpedia.org/resource/Greenville,_South_Carolina|http://dbpedia.org/resource/Mauldin,_South_Carolina}",114761,"NULL","1976-05-19","NULL","Kevin Maurice Garnett (born May 19 1976) is an American professional basketball power forward and center with the Brooklyn Nets of the National Basketball Association (NBA). In high school Garnett was a 1995 McDonald's All-American at Farragut Career Academy and won a national player of the year award.","NULL",2.1082
21,"Kevin Love","CLE","$15719062","$16744218","","","","","Cap Space","$15719062","","","","","","","","kevinlove","1340188 followers ","","Santa Monica California","http://dbpedia.org/resource/Santa_Monica,_California",110225,"NULL","1988-09-07","UCLA Bruins men's basketball","Kevin Wesley Love (born September 7 1988) is an American professional basketball player who currently plays for the Minnesota Timberwolves of the National Basketball Association (NBA). He is a three-time All-Star and holds the longest streak for consecutive games recording double figures in points and rebounds since the ABA–NBA merger.","NULL",2.0828
403,"Khris Middleton","MIL","$915243","","","","","","MLE","$915243","","","","","","","","Khris22m","9198 followers ","","Charleston South Carolina","http://dbpedia.org/resource/Charleston,_South_Carolina",98431.2,"NULL","1991-08-12","Texas A&M Aggies men's basketball","James Khristian Khris Middleton (born August 12 1991) is an American professional basketball small forward with the Milwaukee Bucks of the National Basketball Association (NBA). Middleton was selected by the Detroit Pistons with the 39th pick of the 2012 NBA draft. He attended Porter-Gaud School where he was coached by John Pearson. As a junior and senior he was named South Carolina Player of the Year and was a McDonald's All-American nominee.","Porter-Gaud School",2.032
248,"Kirk Hinrich","CHI","$2730000","$2870000","","","","","Room Exception","$2730000","","","","","","","","","","","Sioux City Iowa","http://dbpedia.org/resource/Sioux_City,_Iowa",86184,"NULL","1981-01-02","Kansas Jayhawks men's basketball","Kirk James Hinrich (born January 2 1981) is an American professional basketball player who currently plays for the Chicago Bulls of the National Basketball Association (NBA). He has also been a member of the USA National Team.Growing up in Sioux City Iowa Hinrich was exposed to basketball at an early age. His father Jim coached him from the third grade through high school.As a high school senior Hinrich was named the 1999 Co-Iowa Mr.","NULL",1.9304
222,"Klay Thompson","GSW","$3075880","$15500000","$16662500","$17825500","$18987500","","1st Round Pick","$72051380","","","","","","","","","","","{California|Los Angeles}","{http://dbpedia.org/resource/California|http://dbpedia.org/resource/Los_Angeles}",92988,"NULL","1990-02-08","Washington State Cougars men's basketball","Klay Alexander Thompson (born February 8 1990) is an American professional basketball player who currently plays for the Golden State Warriors of the National Basketball Association (NBA). He played college basketball for three seasons at Washington State University before being selected by the Warriors as the 11th overall pick of the 2011 NBA draft.","NULL",2.0066
1,"Kobe Bryant","LAL","$23500000","$25000000","","","","","Bird Rights","$48500000","","","","","","","","kobebryant","6134259 followers ","","{Pennsylvania|Philadelphia}","{http://dbpedia.org/resource/Pennsylvania|http://dbpedia.org/resource/Philadelphia}",92988,"NULL","1978-08-23","NULL","Kobe Bean Bryant (born August 23 1978) is an American professional basketball player for the Los Angeles Lakers of the National Basketball Association (NBA). He entered the NBA directly from high school and has played for the Lakers his entire career winning five NBA championships. Bryant is a 16-time All-Star 15-time member of the All-NBA Team and 12-time member of the All-Defensive team.","NULL",1.9812
230,"Kosta Koufos","MEM","$3000000","","","","","","Bird Rights","$3000000","","","","","","","","kostakoufos","19712 followers ","","Canton Ohio","http://dbpedia.org/resource/Canton,_Ohio",120204,"NULL","1989-02-24","Ohio State Buckeyes men's basketball","Konstantine Demetrios Kosta Koufos (Greek: Κωνσταντίνος Δημήτριος Κώστας Κουφός; born February 24 1989) is a Greek-American professional basketball player for the Memphis Grizzlies of the National Basketball Association (NBA). He was selected by the Utah Jazz with the 23rd overall pick in the 2008 NBA Draft. Koufos played college basketball for Ohio State for one year before declaring for the 2008 NBA Draft.","NULL",2.1336
159,"Kostas Papanikolaou","HOU","$4800000","$4600000","","","","","MLE","$4800000","","","","","","","","","","","{Greece|Trikala}","{http://dbpedia.org/resource/Greece|http://dbpedia.org/resource/Trikala}",104328,"Greek language","{1990-07-31|1990-08-01}","NULL","Konstantinos Kostas Papanikolaou (Greek: Κωνσταντίνος Κώστας Παπανικολάου; born August 1 1990) is a Greek professional basketball player for FC Barcelona of the ACB League. He is 2.06 m (6 ft 9 in) tall and plays at the small forward position.","NULL",2.0574
171,"Kris Humphries","WAS","$4300000","$4600000","$4600000","","","","Bird Rights","$13500000","","","","","","","","KrisHumphries","897911 followers ","","{Minnesota|Minneapolis}","{http://dbpedia.org/resource/Minnesota|http://dbpedia.org/resource/Minneapolis}",106596,"NULL","1985-02-06","Minnesota Golden Gophers men's basketball","Kris Nathan Humphries (born February 6 1985) is an American professional basketball power forward with the Boston Celtics of the National Basketball Association (NBA).","NULL",2.0574
119,"Kyle Korver","ATL","$6253521","$5746479","$5239437","","","","Bird Rights","$17239437","","","","","","","","KyleKorver","127890 followers ","","Lakewood California","http://dbpedia.org/resource/Lakewood,_California",96163.2,"NULL","1981-03-17","Creighton Bluejays men's basketball","Kyle Elliot Korver (born March 17 1981) is an American professional basketball player who currently plays for the Atlanta Hawks of the National Basketball Association (NBA). He previously played for the Philadelphia 76ers Utah Jazz and Chicago Bulls. He played college basketball at Creighton University.","NULL",2.0066
45,"Kyle Lowry","TOR","$12000000","$12000000","$12000000","$12000000","","","Bird Rights","$36000000","","","","","","","","Klow7","177923 followers ","","{Pennsylvania|Philadelphia}","{http://dbpedia.org/resource/Pennsylvania|http://dbpedia.org/resource/Philadelphia}",92988,"NULL","1986-03-25","Villanova Wildcats men's basketball","Kyle Lowry (born March 25 1986) is an American professional basketball player who currently plays for the Toronto Raptors of the National Basketball Association (NBA). He attended Cardinal Dougherty High School in Philadelphia where former Rocket Cuttino Mobley went. He was selected by the Grizzlies with the 24th pick in the 2006 NBA draft. He declared for the draft after two seasons with Villanova University under coach Jay Wright.","NULL",1.8288
398,"Kyle O'Quinn","ORL","$915243","","","","","","MLE","","","","","","","","","Kyle_OQuinn","8819 followers ","","Jamaica Queens","http://dbpedia.org/resource/Jamaica,_Queens",113400,"NULL","1990-03-26","Norfolk State Spartans men's basketball","Kyle Brandon O'Quinn (born March 26 1990) is an American professional basketball power forward with the Orlando Magic of the National Basketball Association (NBA). He played for the Norfolk State Spartans and led the Spartans to a victory over the #2 seed Missouri Tigers in the second round of the 2012 NCAA Men's Division I Basketball Tournament. He was drafted in the second round of the 2012 NBA Draft with the 49th overall pick by the Orlando Magic.","Andrew Jackson High School (Queens)",2.0828
370,"Kyle Singler","DET","$1090000","","","","","","MLE","$1090000","","","","","","","","KyleSingler","53584 followers ","","Medford Oregon","http://dbpedia.org/resource/Medford,_Oregon",104328,"NULL","1988-05-04","Duke Blue Devils men's basketball","Kyle Edward Singler (born May 4 1988) is an American professional basketball player who currently plays for the Detroit Pistons of the National Basketball Association (NBA). Singler was a four-year starter for the Duke men's basketball team and was instrumental in their 2010 NCAA championship run earning MVP of the Final Four. In the 2011 NBA draft the Detroit Pistons selected Singler in the second round with the overall 33rd pick.","South Medford High School",2.032
101,"Kyrie Irving","CLE","$7070730","$14746000","$15851950","$16957900","$18063850","","Early Bird Rights","$72690430","","","","","","","","KyrieIrving","1714501 followers ","","{Australia|Victoria (Australia)|Melbourne}","{http://dbpedia.org/resource/Australia|http://dbpedia.org/resource/Victoria_(Australia)|http://dbpedia.org/resource/Melbourne}",87544.8,"NULL","1992-03-23","Duke Blue Devils men's basketball","Kyrie Andrew Irving (born March 23 1992) is an Australian-American professional basketball player who currently plays for the Cleveland Cavaliers of the National Basketball Association (NBA). He attended Duke University before being selected as the 1st overall pick in the 2011 NBA Draft by the Cavaliers. He won the NBA Rookie of the Year Award in 2012. Irving was born in Melbourne Australia and grew up in West Orange New Jersey.","{Montclair Kimberley Academy|Montclair New Jersey|St. Patrick High School (New Jersey)}",1.905
16,"LaMarcus Aldridge","POR","$16006000","","","","","","Bird Rights","$15256000","","","","","","","","","","","{Texas|Dallas}","{http://dbpedia.org/resource/Texas|http://dbpedia.org/resource/Dallas}",108864,"NULL","1985-07-19","Texas Longhorns men's basketball","LaMarcus Nurae Aldridge (born July 19 1985) is an American professional basketball player with the Portland Trail Blazers of the National Basketball Association (NBA).Aldridge a three-time NBA All-Star is a 6 ft 11 in (2.11 m) 240-pound power forward and is the Portland Trail Blazers' team captain.","NULL",2.1082
73,"Lance Stephenson","CHO","$9000000","$9000000","$9400000","","","","Cap Space","$18000000","","","","","","","","StephensonLance","148482 followers ","","Brooklyn","http://dbpedia.org/resource/Brooklyn",104328,"NULL","1990-09-05","Cincinnati Bearcats men's basketball","Lance Stephenson Jr. (born September 5 1990) is an American professional basketball player who currently plays for the Indiana Pacers of the NBA. He was drafted with the 40th overall pick in the 2010 NBA Draft. He attended Lincoln High School in the Coney Island section of Brooklyn. Stephenson won city basketball championships in all four years of high school and is New York State's all-time leading scorer in high school basketball. He was named New York State Mr.","Abraham Lincoln High School (Brooklyn)",1.9558
387,"Lance Thomas","NYK","$948163","","","","","","","","","","","","","","","slangmagic","13372 followers ","","{Brooklyn|New York}","{http://dbpedia.org/resource/Brooklyn|http://dbpedia.org/resource/New_York}",102060,"NULL","1988-04-24","Duke Blue Devils men's basketball","Lance Thomas (born April 24 1988) is an American professional basketball player who currently play for Foshan Dralions of Chinese Basketball Association and last played for the New Orleans Pelicans of the NBA. Thomas formerly played for Duke University Blue Devils men's basketball team. He is from Scotch Plains New Jersey but was born in Brooklyn New York. He started at power forward for Duke's national champion 2010 team.","{Newark New Jersey|Scotch Plains New Jersey|Saint Benedict's Preparatory School|Scotch Plains-Fanwood High School}",2.032
509,"Lance Thomas","NYK","$57711","","","","","","Minimum Salary","$57711","","","","","","","","","","","{Brooklyn|New York}","{http://dbpedia.org/resource/Brooklyn|http://dbpedia.org/resource/New_York}",102060,"NULL","1988-04-24","Duke Blue Devils men's basketball","Lance Thomas (born April 24 1988) is an American professional basketball player who currently play for Foshan Dralions of Chinese Basketball Association and last played for the New Orleans Pelicans of the NBA. Thomas formerly played for Duke University Blue Devils men's basketball team. He is from Scotch Plains New Jersey but was born in Brooklyn New York. He started at power forward for Duke's national champion 2010 team.","{Newark New Jersey|Scotch Plains New Jersey|Saint Benedict's Preparatory School|Scotch Plains-Fanwood High School}",2.032
120,"Landry Fields","TOR","$6250000","","","","","","Cap Space","$6250000","","","","","","","","landryfields","159054 followers ","","Long Beach California","http://dbpedia.org/resource/Long_Beach,_California",97524,"NULL","1988-06-27","Stanford Cardinal men's basketball","Landry Fields (born June 27 1988) is an American professional basketball player who currently plays for the Toronto Raptors of the NBA.","NULL",2.0066
508,"Larry Drew","PHI","$59686","","","","","","Minimum Salary","$59686","","","","","","","","","","","Kansas City Kansas","http://dbpedia.org/resource/Kansas_City,_Kansas",77112,"NULL","1958-04-02","Missouri Tigers men's basketball","Larry Donnell Drew (born April 2 1958) is an American former professional basketball player who now serves as the head coach of the Milwaukee Bucks of the National Basketball Association (NBA). Drew was selected by the Detroit Pistons in the 1st round (17th overall) of the 1980 NBA Draft. A 6'1 point guard from the University of Missouri Drew played in 10 NBA seasons. He played for the Pistons Kansas City/Sacramento Kings Los Angeles Clippers and Los Angeles Lakers.","NULL",1.8542
389,"Lavoy Allen","IND","$948163","","","","","","Minimum Salary","$948163","","","","","","","","chefVOYardee","17522 followers ","","Trenton New Jersey","http://dbpedia.org/resource/Trenton,_New_Jersey",115668,"NULL","1989-02-04","Temple Owls men's basketball","Lavoy Allen (born February 4 1989) is an American professional basketball player who currently plays for the Indiana Pacers of the National Basketball Association (NBA). He was selected in the 2nd Round 50th overall pick in the 2011 NBA Draft by the Philadelphia 76ers. Allen is the son of a truck driver and did not play much basketball until eighth grade. He attended Pennsbury High School where he was coached by Frank Sciolla.","NULL",2.0574
323,"Leandro Barbosa","GSW","$1448490","","","","","","Minimum Salary","$150000","","","","","","","","TheBlurBarbosa","81043 followers ","","{São Paulo|Campeonato Brasileiro de Basquete}","{http://dbpedia.org/resource/S%C3%A3o_Paulo|http://dbpedia.org/resource/Campeonato_Brasileiro_de_Basquete}",87998.39999999999,"NULL","1982-11-28","NULL","Leandro Mateus Barbosa (born November 28 1982) is a Brazilian professional basketball player who currently plays for the Phoenix Suns of the NBA. In Brazil he is nicknamed Leandrinho (Little Leandro) and in the USA he is nicknamed The Brazilian Blur referring to his speed.","NULL",1.905
7,"LeBron James","CLE","$20644400","$21573398","","","","","Cap Space","$20644400","","","","","","","","KingJames","18138279 followers ","","{Ohio|Akron Ohio}","{http://dbpedia.org/resource/Ohio|http://dbpedia.org/resource/Akron,_Ohio}",113400,"NULL","1984-12-30","NULL","LeBron Raymone James (/ləˈbrɒn/; born December 30 1984) is an American professional basketball player for the Miami Heat of the National Basketball Association (NBA). Standing at 6 ft 8 in (2.03 m) and weighing 250 lb (113 kg) he has started at the small forward and power forward positions. James has won two NBA championships four NBA Most Valuable Player Awards two NBA Finals MVP Awards two Olympic gold medals an NBA scoring title and the NBA Rookie of the Year Award.","NULL",2.032
514,"Lorenzo Brown","MIN","$48028","","","","","","Minimum Salary","$48028","","","","","","","","","","","Roswell Georgia","http://dbpedia.org/resource/Roswell,_Georgia",88452,"NULL","1990-08-26","NC State Wolfpack men's basketball","Lorenzo Brown (born August 26 1990) is an American professional basketball player who currently plays for the Springfield Armor of the NBA D-League. He played college basketball at North Carolina State University.","NULL",1.9558
135,"Louis Williams","TOR","$5450000","","","","","","MLE","$5450000","","","","","","","","","","","Memphis Tennessee","http://dbpedia.org/resource/Memphis,_Tennessee",79380,"NULL","1986-10-27","NULL","Louis Tyrone Lou Williams (born October 27 1986) is an American professional basketball player who currently plays for the Atlanta Hawks of the NBA. Williams was selected by the National Basketball Association's Philadelphia 76ers with the 45th overall pick in the 2005 NBA Draft. Williams was born in Memphis Tennessee and grew up in Snellville Georgia.","NULL",1.8542
170,"Luc Mbah a Moute","PHI","$4382576","","","","","","Bird Rights","$4382576","","","","","","","","mbahamoute","49198 followers ","","{Cameroon|Yaoundé}","{http://dbpedia.org/resource/Cameroon|http://dbpedia.org/resource/Yaound%C3%A9}",104328,"NULL","1986-09-09","UCLA Bruins men's basketball","Luc Richard Mbah a Moute (pronounced BAH ah MOO-tay; born September 9 1986) is a Cameroonian professional basketball player who currently plays for the Minnesota Timberwolves of the National Basketball Association (NBA). Mbah a Moute is a prince in the village of Bia Messe (near Yaoundé) as he is a son of the elected village chief Camille Mouté à Bidias.","NULL",2.032
300,"Lucas Nogueira","TOR","$1762680","$1842000","$1921320","$2947305","","","1st Round Pick","$3604680","","","","","","","","Bebe92","9966 followers ","","{Brazil|São Gonçalo Rio de Janeiro}","{http://dbpedia.org/resource/Brazil|http://dbpedia.org/resource/S%C3%A3o_Gon%C3%A7alo,_Rio_de_Janeiro}",99792,"NULL","1992-07-26","NULL","Lucas Riva Amarante Nogueira (born July 26 1992) is a Brazilian professional basketball player who currently plays for Tuenti Móvil Estudiantes of the Liga ACB. He was selected with the 16th overall pick in the 2013 NBA draft by the Boston Celtics later being traded to the Atlanta Hawks.","NULL",2.1336
302,"Luigi Datome","DET","$1750000","","","","","","Cap Space","$1750000","","","","","","","","","","","{Italy|Montebelluna}","{http://dbpedia.org/resource/Italy|http://dbpedia.org/resource/Montebelluna}",97524,"NULL","1987-11-27","NULL","Luigi Gigi Datome (born November 27 1987) is an Italian professional basketball player who currently plays for the Detroit Pistons of the National Basketball Association (NBA). At 6 ft 8 in (2.03 m) tall he plays the small forward position.","NULL",2.032
113,"Luis Scola","HOU","$6541000","","","","","","","","","","","","","","","LScola4","369205 followers ","","{Buenos Aires|Argentina}","{http://dbpedia.org/resource/Buenos_Aires|http://dbpedia.org/resource/Argentina}",108864,"NULL","1980-04-30","NULL","Luis Alberto Scola Balvoa (born April 30 1980) is an Argentine professional basketball player who currently plays for the Indiana Pacers of the National Basketball Association (NBA). He formerly was a Euroleague star with the ACB's Tau Ceramica as well as a member of the Houston Rockets and Phoenix Suns in the NBA.","NULL",2.0574
