City,State,DMA Region,DMA Region Code,Criteria ID
McRae,Arkansas,"Little Rock-Pine Bluff, AR",693,1013290
Melbourne,Arkansas,"Little Rock-Pine Bluff, AR",693,1013291
Mena,Arkansas,"Little Rock-Pine Bluff, AR",693,1013292
Monticello,Arkansas,"Little Rock-Pine Bluff, AR",693,1013293
Morrilton,Arkansas,"Little Rock-Pine Bluff, AR",693,1013294
Mount Holly,Arkansas,"Monroe, LA-El Dorado, AR",628,1013295
Mount Ida,Arkansas,"Little Rock-Pine Bluff, AR",693,1013296
Mount Pleasant,Arkansas,"Little Rock-Pine Bluff, AR",693,1013297
Mount Vernon,Arkansas,"Little Rock-Pine Bluff, AR",693,1013298
Mountain Home,Arkansas,"Springfield, MO",619,1013299
Mountain View,Arkansas,"Little Rock-Pine Bluff, AR",693,1013300
Mountainburg,Arkansas,"Ft. Smith-Fayetteville-Springdale-Rogers, AR",670,1013301
Nashville,Arkansas,"Shreveport, LA",612,1013302
Newark,Arkansas,"Little Rock-Pine Bluff, AR",693,1013303
Newport,Arkansas,"Little Rock-Pine Bluff, AR",693,1013304
Norfork,Arkansas,"Springfield, MO",619,1013305
Norman,Arkansas,"Little Rock-Pine Bluff, AR",693,1013306
North Little Rock,Arkansas,"Little Rock-Pine Bluff, AR",693,1013307
Osceola,Arkansas,"Memphis, TN",640,1013308
Ozark,Arkansas,"Ft. Smith-Fayetteville-Springdale-Rogers, AR",670,1013309
Palestine,Arkansas,"Memphis, TN",640,1013310
Paragould,Arkansas,"Jonesboro, AR",734,1013311
Paris,Arkansas,"Ft. Smith-Fayetteville-Springdale-Rogers, AR",670,1013312
Pea Ridge,Arkansas,"Ft. Smith-Fayetteville-Springdale-Rogers, AR",670,1013313
Pearcy,Arkansas,"Little Rock-Pine Bluff, AR",693,1013314
Piggott,Arkansas,"Jonesboro, AR",734,1013315
Pine Bluff,Arkansas,"Little Rock-Pine Bluff, AR",693,1013316
Plainview,Arkansas,"Little Rock-Pine Bluff, AR",693,1013317
Plumerville,Arkansas,"Little Rock-Pine Bluff, AR",693,1013318
Pocahontas,Arkansas,"Jonesboro, AR",734,1013319
Poplar Grove,Arkansas,"Memphis, TN",640,1013320
Pottsville,Arkansas,"Little Rock-Pine Bluff, AR",693,1013321
Prairie Grove,Arkansas,"Ft. Smith-Fayetteville-Springdale-Rogers, AR",670,1013322
Prescott,Arkansas,"Little Rock-Pine Bluff, AR",693,1013323
Quitman,Arkansas,"Little Rock-Pine Bluff, AR",693,1013324
Rector,Arkansas,"Jonesboro, AR",734,1013325
Rison,Arkansas,"Little Rock-Pine Bluff, AR",693,1013326
Rogers,Arkansas,"Ft. Smith-Fayetteville-Springdale-Rogers, AR",670,1013327
Romance,Arkansas,"Little Rock-Pine Bluff, AR",693,1013328
Rosston,Arkansas,"Little Rock-Pine Bluff, AR",693,1013329
Russellville,Arkansas,"Little Rock-Pine Bluff, AR",693,1013330
Salem,Arkansas,"Springfield, MO",619,1013331
Scotland,Arkansas,"Little Rock-Pine Bluff, AR",693,1013333
Searcy,Arkansas,"Little Rock-Pine Bluff, AR",693,1013334
Sheridan,Arkansas,"Little Rock-Pine Bluff, AR",693,1013335
Sherwood,Arkansas,"Little Rock-Pine Bluff, AR",693,1013336
Siloam Springs,Arkansas,"Ft. Smith-Fayetteville-Springdale-Rogers, AR",670,1013337
Smackover,Arkansas,"Monroe, LA-El Dorado, AR",628,1013338
Springdale,Arkansas,"Ft. Smith-Fayetteville-Springdale-Rogers, AR",670,1013339
Stamps,Arkansas,"Shreveport, LA",612,1013340
Star City,Arkansas,"Little Rock-Pine Bluff, AR",693,1013341
Stuttgart,Arkansas,"Little Rock-Pine Bluff, AR",693,1013343
Subiaco,Arkansas,"Ft. Smith-Fayetteville-Springdale-Rogers, AR",670,1013344
Sulphur Rock,Arkansas,"Little Rock-Pine Bluff, AR",693,1013345
Swifton,Arkansas,"Little Rock-Pine Bluff, AR",693,1013346
Texarkana,Arkansas,"Shreveport, LA",612,1013347
Timbo,Arkansas,"Little Rock-Pine Bluff, AR",693,1013348
Tontitown,Arkansas,"Ft. Smith-Fayetteville-Springdale-Rogers, AR",670,1013349
Trumann,Arkansas,"Memphis, TN",640,1013350
Valley Springs,Arkansas,"Springfield, MO",619,1013351
Van Buren,Arkansas,"Ft. Smith-Fayetteville-Springdale-Rogers, AR",670,1013352
Vilonia,Arkansas,"Little Rock-Pine Bluff, AR",693,1013353
Waldo,Arkansas,"Shreveport, LA",612,1013354
Waldron,Arkansas,"Ft. Smith-Fayetteville-Springdale-Rogers, AR",670,1013355
Walnut Ridge,Arkansas,"Jonesboro, AR",734,1013356
Ward,Arkansas,"Little Rock-Pine Bluff, AR",693,1013357
Warren,Arkansas,"Little Rock-Pine Bluff, AR",693,1013358
Washington,Arkansas,"Shreveport, LA",612,1013359
Weiner,Arkansas,"Memphis, TN",640,1013360
West Fork,Arkansas,"Ft. Smith-Fayetteville-Springdale-Rogers, AR",670,1013361
West Helena,Arkansas,"Memphis, TN",640,1013362
West Memphis,Arkansas,"Memphis, TN",640,1013363
White Hall,Arkansas,"Little Rock-Pine Bluff, AR",693,1013364
Winslow,Arkansas,"Ft. Smith-Fayetteville-Springdale-Rogers, AR",670,1013365
Wiseman,Arkansas,"Little Rock-Pine Bluff, AR",693,1013366
Wrightsville,Arkansas,"Little Rock-Pine Bluff, AR",693,1013367
Wynne,Arkansas,"Memphis, TN",640,1013368
Yellville,Arkansas,"Springfield, MO",619,1013369
Blue Eye,Arkansas,"Springfield, MO",619,1020202
Hampton,Arkansas,"Little Rock-Pine Bluff, AR",693,9052090
Hatfield,Arkansas,"Little Rock-Pine Bluff, AR",693,9052112
Helena-West Helena,Arkansas,"Memphis, TN",640,9052118
Hot Springs,Arkansas,"Little Rock-Pine Bluff, AR",693,9052164
Lincoln,Arkansas,"Ft. Smith-Fayetteville-Springdale-Rogers, AR",670,9052322
Ajo,Arizona,"Tucson (Sierra Vista), AZ",789,1013370
Alpine,Arizona,"Phoenix, AZ",753,1013371
Amado,Arizona,"Tucson (Sierra Vista), AZ",789,1013372
Apache Junction,Arizona,"Phoenix, AZ",753,1013373
Arizona City,Arizona,"Phoenix, AZ",753,1013374
Ash Fork,Arizona,"Phoenix, AZ",753,1013375
Avondale,Arizona,"Phoenix, AZ",753,1013376
Benson,Arizona,"Tucson (Sierra Vista), AZ",789,1013377
Bisbee,Arizona,"Tucson (Sierra Vista), AZ",789,1013378
Buckeye,Arizona,"Phoenix, AZ",753,1013379
Bullhead City,Arizona,"Phoenix, AZ",753,1013380
Camp Verde,Arizona,"Phoenix, AZ",753,1013381
Carefree,Arizona,"Phoenix, AZ",753,1013382
Casa Grande,Arizona,"Phoenix, AZ",753,1013383
Catalina,Arizona,"Tucson (Sierra Vista), AZ",789,1013384
Cave Creek,Arizona,"Phoenix, AZ",753,1013385
Central,Arizona,"Phoenix, AZ",753,1013386
Chandler,Arizona,"Phoenix, AZ",753,1013387
Chinle,Arizona,"Albuquerque-Santa Fe, NM",790,1013388
Chino Valley,Arizona,"Phoenix, AZ",753,1013389
Clarkdale,Arizona,"Phoenix, AZ",753,1013390
Clifton,Arizona,"Phoenix, AZ",753,1013391
Cochise,Arizona,"Tucson (Sierra Vista), AZ",789,1013392
Colorado City,Arizona,"Phoenix, AZ",753,1013393
Congress,Arizona,"Phoenix, AZ",753,1013394
Coolidge,Arizona,"Phoenix, AZ",753,1013395
Cortaro,Arizona,"Tucson (Sierra Vista), AZ",789,1013396
Cottonwood,Arizona,"Phoenix, AZ",753,1013397
Dateland,Arizona,"Yuma, AZ-El Centro, CA",771,1013398
Dewey,Arizona,"Phoenix, AZ",753,1013399
Douglas,Arizona,"Tucson (Sierra Vista), AZ",789,1013400
Duncan,Arizona,"Phoenix, AZ",753,1013401
Ehrenberg,Arizona,"Phoenix, AZ",753,1013402
El Mirage,Arizona,"Phoenix, AZ",753,1013403
Elgin,Arizona,"Tucson (Sierra Vista), AZ",789,1013404
Eloy,Arizona,"Phoenix, AZ",753,1013405
Flagstaff,Arizona,"Phoenix, AZ",753,1013406
Florence,Arizona,"Phoenix, AZ",753,1013407
Fountain Hills,Arizona,"Phoenix, AZ",753,1013408
Fredonia,Arizona,"Phoenix, AZ",753,1013409
Fort Defiance,Arizona,"Albuquerque-Santa Fe, NM",790,1013410
Fort Huachuca,Arizona,"Tucson (Sierra Vista), AZ",789,1013411
Fort Mohave,Arizona,"Phoenix, AZ",753,1013412
Fort Thomas,Arizona,"Phoenix, AZ",753,1013413
Ganado,Arizona,"Albuquerque-Santa Fe, NM",790,1013414
Gila Bend,Arizona,"Phoenix, AZ",753,1013415
Gilbert,Arizona,"Phoenix, AZ",753,1013416
Glendale,Arizona,"Phoenix, AZ",753,1013417
Globe,Arizona,"Phoenix, AZ",753,1013418
Goodyear,Arizona,"Phoenix, AZ",753,1013419
Grand Canyon National Park,Arizona,"Phoenix, AZ",753,1013420
Green Valley,Arizona,"Tucson (Sierra Vista), AZ",789,1013421
Hayden,Arizona,"Phoenix, AZ",753,1013422
Heber,Arizona,"Phoenix, AZ",753,1013423
Higley,Arizona,"Phoenix, AZ",753,1013424
Holbrook,Arizona,"Phoenix, AZ",753,1013425
Hotevilla-Bacavi,Arizona,"Phoenix, AZ",753,1013426
Joseph City,Arizona,"Phoenix, AZ",753,1013427
Kayenta,Arizona,"Phoenix, AZ",753,1013428
Keams Canyon,Arizona,"Phoenix, AZ",753,1013429
Kearny,Arizona,"Phoenix, AZ",753,1013430
Kingman,Arizona,"Phoenix, AZ",753,1013431
Kykotsmovi Village,Arizona,"Phoenix, AZ",753,1013432
Lake Havasu City,Arizona,"Phoenix, AZ",753,1013433
Lake Montezuma,Arizona,"Phoenix, AZ",753,1013434
Lakeside,Arizona,"Phoenix, AZ",753,1013435
Litchfield Park,Arizona,"Phoenix, AZ",753,1013437
Littlefield,Arizona,"Phoenix, AZ",753,1013438
Luke AFB,Arizona,"Phoenix, AZ",753,1013439
Mammoth,Arizona,"Phoenix, AZ",753,1013440
Many Farms,Arizona,"Albuquerque-Santa Fe, NM",790,1013441
Marana,Arizona,"Tucson (Sierra Vista), AZ",789,1013442
Maricopa,Arizona,"Phoenix, AZ",753,1013443
Mayer,Arizona,"Phoenix, AZ",753,1013444
Mesa,Arizona,"Phoenix, AZ",753,1013445
Miami,Arizona,"Phoenix, AZ",753,1013446
Mohave Valley,Arizona,"Phoenix, AZ",753,1013448
Morenci,Arizona,"Phoenix, AZ",753,1013449
Morristown,Arizona,"Phoenix, AZ",753,1013450
Naco,Arizona,"Tucson (Sierra Vista), AZ",789,1013451
New River,Arizona,"Phoenix, AZ",753,1013452
Nogales,Arizona,"Tucson (Sierra Vista), AZ",789,1013453
Oracle,Arizona,"Phoenix, AZ",753,1013454
Page,Arizona,"Phoenix, AZ",753,1013455
Palo Verde,Arizona,"Phoenix, AZ",753,1013456
Paradise Valley,Arizona,"Phoenix, AZ",753,1013457
Parker,Arizona,"Phoenix, AZ",753,1013458
Parks,Arizona,"Phoenix, AZ",753,1013459
Payson,Arizona,"Phoenix, AZ",753,1013460
Peoria,Arizona,"Phoenix, AZ",753,1013461
Phoenix,Arizona,"Phoenix, AZ",753,1013462
Pima,Arizona,"Phoenix, AZ",753,1013463
Pinetop,Arizona,"Phoenix, AZ",753,1013464
Poston,Arizona,"Phoenix, AZ",753,1013465
Prescott,Arizona,"Phoenix, AZ",753,1013466
Prescott Valley,Arizona,"Phoenix, AZ",753,1013467
Quartzsite,Arizona,"Phoenix, AZ",753,1013468
Queen Creek,Arizona,"Phoenix, AZ",753,1013469
Red Rock,Arizona,"Phoenix, AZ",753,1013470
Rio Rico,Arizona,"Tucson (Sierra Vista), AZ",789,1013471
Rio Verde,Arizona,"Phoenix, AZ",753,1013472
Sacaton,Arizona,"Phoenix, AZ",753,1013473
Safford,Arizona,"Phoenix, AZ",753,1013474
Sahuarita,Arizona,"Tucson (Sierra Vista), AZ",789,1013475
Salome,Arizona,"Phoenix, AZ",753,1013476
San Carlos,Arizona,"Phoenix, AZ",753,1013477
San Luis,Arizona,"Yuma, AZ-El Centro, CA",771,1013478
San Manuel,Arizona,"Phoenix, AZ",753,1013479
San Simon,Arizona,"Tucson (Sierra Vista), AZ",789,1013480
Sanders,Arizona,"Albuquerque-Santa Fe, NM",790,1013481
Scottsdale,Arizona,"Phoenix, AZ",753,1013482
Sedona,Arizona,"Phoenix, AZ",753,1013483
Seligman,Arizona,"Phoenix, AZ",753,1013484
Sells,Arizona,"Tucson (Sierra Vista), AZ",789,1013485
Show Low,Arizona,"Phoenix, AZ",753,1013486
Sierra Vista,Arizona,"Tucson (Sierra Vista), AZ",789,1013487
Skull Valley,Arizona,"Phoenix, AZ",753,1013488
Snowflake,Arizona,"Phoenix, AZ",753,1013489
Solomon,Arizona,"Phoenix, AZ",753,1013490
Somerton,Arizona,"Yuma, AZ-El Centro, CA",771,1013491
Springerville,Arizona,"Phoenix, AZ",753,1013492
Saint David,Arizona,"Tucson (Sierra Vista), AZ",789,1013493
Saint Johns,Arizona,"Phoenix, AZ",753,1013494
Saint Michaels,Arizona,"Albuquerque-Santa Fe, NM",790,1013495
Stanfield,Arizona,"Phoenix, AZ",753,1013496
Sun City,Arizona,"Phoenix, AZ",753,1013497
Sun City West,Arizona,"Phoenix, AZ",753,1013498
Superior,Arizona,"Phoenix, AZ",753,1013499
Surprise,Arizona,"Phoenix, AZ",753,1013500
Teec Nos Pos,Arizona,"Albuquerque-Santa Fe, NM",790,1013501
Tempe,Arizona,"Phoenix, AZ",753,1013502
Thatcher,Arizona,"Phoenix, AZ",753,1013503
Tolleson,Arizona,"Phoenix, AZ",753,1013504
Tombstone,Arizona,"Tucson (Sierra Vista), AZ",789,1013505
Tonopah,Arizona,"Phoenix, AZ",753,1013506
Topawa,Arizona,"Tucson (Sierra Vista), AZ",789,1013507
Tuba City,Arizona,"Phoenix, AZ",753,1013508
Tucson,Arizona,"Tucson (Sierra Vista), AZ",789,1013509
Vail,Arizona,"Tucson (Sierra Vista), AZ",789,1013510
Waddell,Arizona,"Phoenix, AZ",753,1013511
Wellton,Arizona,"Yuma, AZ-El Centro, CA",771,1013512
Whiteriver,Arizona,"Phoenix, AZ",753,1013513
Wickenburg,Arizona,"Phoenix, AZ",753,1013514
Wikieup,Arizona,"Phoenix, AZ",753,1013515
Willcox,Arizona,"Tucson (Sierra Vista), AZ",789,1013516
Williams,Arizona,"Phoenix, AZ",753,1013517
Window Rock,Arizona,"Albuquerque-Santa Fe, NM",790,1013518
Winkelman,Arizona,"Phoenix, AZ",753,1013519
Winslow,Arizona,"Phoenix, AZ",753,1013520
Wittmann,Arizona,"Phoenix, AZ",753,1013521
Youngtown,Arizona,"Phoenix, AZ",753,1013522
Yuma,Arizona,"Yuma, AZ-El Centro, CA",771,1013523
Casas Adobes,Arizona,"Tucson (Sierra Vista), AZ",789,9051700
Catalina Foothills,Arizona,"Tucson (Sierra Vista), AZ",789,9051703
Corona de Tucson,Arizona,"Tucson (Sierra Vista), AZ",789,9051774
Drexel Heights,Arizona,"Tucson (Sierra Vista), AZ",789,9051843
Fortuna Foothills,Arizona,"Yuma, AZ-El Centro, CA",771,9051976
Gold Canyon,Arizona,"Phoenix, AZ",753,9052034
Grand Canyon Village,Arizona,"Phoenix, AZ",753,9052044
Oro Valley,Arizona,"Tucson (Sierra Vista), AZ",789,9052608
Pinetop-Lakeside,Arizona,"Phoenix, AZ",753,9052675
San Tan Valley,Arizona,"Phoenix, AZ",753,9052798
Sun Lakes,Arizona,"Phoenix, AZ",753,9052939
Tanque Verde,Arizona,"Tucson (Sierra Vista), AZ",789,9052959
Tusayan,Arizona,"Phoenix, AZ",753,9053014
Valencia West,Arizona,"Tucson (Sierra Vista), AZ",789,9053038
Village of Oak Creek,Arizona,"Phoenix, AZ",753,9053053
Acton,California,"Los Angeles, CA",803,1013524
Adelanto,California,"Los Angeles, CA",803,1013525
Agoura Hills,California,"Los Angeles, CA",803,1013526
Alameda,California,"San Francisco-Oakland-San Jose, CA",807,1013527
Alamo,California,"San Francisco-Oakland-San Jose, CA",807,1013528
Albany,California,"San Francisco-Oakland-San Jose, CA",807,1013529
Albion,California,"San Francisco-Oakland-San Jose, CA",807,1013530
Alhambra,California,"Los Angeles, CA",803,1013531
Aliso Viejo,California,"Los Angeles, CA",803,1013532
Alleghany,California,"Sacramento-Stockton-Modesto, CA",862,1013533
Alpaugh,California,"Fresno-Visalia, CA",866,1013534
Alpine,California,"San Diego, CA",825,1013535
Alta,California,"Sacramento-Stockton-Modesto, CA",862,1013536
Altadena,California,"Los Angeles, CA",803,1013537
Altaville,California,"Sacramento-Stockton-Modesto, CA",862,1013538
Alturas,California,"Chico-Redding, CA",868,1013539
American Canyon,California,"San Francisco-Oakland-San Jose, CA",807,1013541
Anaheim,California,"Los Angeles, CA",803,1013542
Anderson,California,"Chico-Redding, CA",868,1013543
Angels Camp,California,"Sacramento-Stockton-Modesto, CA",862,1013544
Angwin,California,"San Francisco-Oakland-San Jose, CA",807,1013545
Annapolis,California,"San Francisco-Oakland-San Jose, CA",807,1013546
Antelope,California,"Sacramento-Stockton-Modesto, CA",862,1013547
Antioch,California,"San Francisco-Oakland-San Jose, CA",807,1013548
Apple Valley,California,"Los Angeles, CA",803,1013549
Aptos,California,"Monterey-Salinas, CA",828,1013550
Arbuckle,California,"Sacramento-Stockton-Modesto, CA",862,1013551
Arcadia,California,"Los Angeles, CA",803,1013552
Arcata,California,"Eureka, CA",802,1013553
Arnold,California,"Sacramento-Stockton-Modesto, CA",862,1013554
Aromas,California,"Monterey-Salinas, CA",828,1013555
Arroyo Grande,California,"Santa Barbara-Santa Maria-San Luis Obispo, CA",855,1013556
Artesia,California,"Los Angeles, CA",803,1013557
Arvin,California,"Bakersfield, CA",800,1013558
Atascadero,California,"Santa Barbara-Santa Maria-San Luis Obispo, CA",855,1013559
Atherton,California,"San Francisco-Oakland-San Jose, CA",807,1013560
Atwater,California,"Fresno-Visalia, CA",866,1013561
Auberry,California,"Fresno-Visalia, CA",866,1013562
Auburn,California,"Sacramento-Stockton-Modesto, CA",862,1013563
Avalon,California,"Los Angeles, CA",803,1013564
Avenal,California,"Fresno-Visalia, CA",866,1013565
Avila Beach,California,"Santa Barbara-Santa Maria-San Luis Obispo, CA",855,1013566
Azusa,California,"Los Angeles, CA",803,1013567
Badger,California,"Fresno-Visalia, CA",866,1013568
Baker,California,"Los Angeles, CA",803,1013569
Bakersfield,California,"Bakersfield, CA",800,1013570
Baldwin Park,California,"Los Angeles, CA",803,1013571
Bangor,California,"Chico-Redding, CA",868,1013572
Banning,California,"Los Angeles, CA",803,1013573
Barstow,California,"Los Angeles, CA",803,1013574
Beale AFB,California,"Sacramento-Stockton-Modesto, CA",862,1013575
Beaumont,California,"Los Angeles, CA",803,1013576
Bell,California,"Los Angeles, CA",803,1013577
Bell Gardens,California,"Los Angeles, CA",803,1013578
Bella Vista,California,"Chico-Redding, CA",868,1013579
Bellflower,California,"Los Angeles, CA",803,1013580
Belmont,California,"San Francisco-Oakland-San Jose, CA",807,1013581
Belvedere Tiburon,California,"San Francisco-Oakland-San Jose, CA",807,1013582
Ben Lomond,California,"Monterey-Salinas, CA",828,1013583
Benicia,California,"San Francisco-Oakland-San Jose, CA",807,1013584
Berkeley,California,"San Francisco-Oakland-San Jose, CA",807,1013585
Bethel Island,California,"San Francisco-Oakland-San Jose, CA",807,1013586
Beverly Hills,California,"Los Angeles, CA",803,1013587
Big Bear,California,"Los Angeles, CA",803,1013588
Big Bear Lake,California,"Los Angeles, CA",803,1013589
Big Bend,California,"Chico-Redding, CA",868,1013590
Big Creek,California,"Fresno-Visalia, CA",866,1013591
Groveland-Big Oak Flat,California,"Sacramento-Stockton-Modesto, CA",862,1013592
Big Pine,California,"Los Angeles, CA",803,1013593
Big Sur,California,"Monterey-Salinas, CA",828,1013594
Biggs,California,"Chico-Redding, CA",868,1013595
Bishop,California,"Los Angeles, CA",803,1013596
Blairsden-Graeagle,California,"Sacramento-Stockton-Modesto, CA",862,1013597
Bloomington,California,"Los Angeles, CA",803,1013598
Blue Jay,California,"Los Angeles, CA",803,1013599
Blue Lake,California,"Eureka, CA",802,1013600
Blythe,California,"Los Angeles, CA",803,1013601
Bodega Bay,California,"San Francisco-Oakland-San Jose, CA",807,1013602
Bolinas,California,"San Francisco-Oakland-San Jose, CA",807,1013603
Bonsall,California,"San Diego, CA",825,1013605
Boonville,California,"San Francisco-Oakland-San Jose, CA",807,1013606
Boron,California,"Los Angeles, CA",803,1013607
Borrego Springs,California,"San Diego, CA",825,1013608
Boulder Creek,California,"Monterey-Salinas, CA",828,1013609
Boyes Hot Springs,California,"San Francisco-Oakland-San Jose, CA",807,1013610
Bradley,California,"Monterey-Salinas, CA",828,1013611
Brawley,California,"Yuma, AZ-El Centro, CA",771,1013612
Brea,California,"Los Angeles, CA",803,1013613
Brentwood,California,"San Francisco-Oakland-San Jose, CA",807,1013614
Bridgeport,California,"Reno, NV",811,1013615
Brisbane,California,"San Francisco-Oakland-San Jose, CA",807,1013617
Brookdale,California,"Monterey-Salinas, CA",828,1013618
Buellton,California,"Santa Barbara-Santa Maria-San Luis Obispo, CA",855,1013620
Buena Park,California,"Los Angeles, CA",803,1013621
Burbank,California,"Los Angeles, CA",803,1013622
Burlingame,California,"San Francisco-Oakland-San Jose, CA",807,1013623
Burney,California,"Chico-Redding, CA",868,1013624
Burrel,California,"Fresno-Visalia, CA",866,1013625
Butte City,California,"Chico-Redding, CA",868,1013626
Buttonwillow,California,"Bakersfield, CA",800,1013627
Byron,California,"San Francisco-Oakland-San Jose, CA",807,1013628
Cabazon,California,"Los Angeles, CA",803,1013629
Calabasas,California,"Los Angeles, CA",803,1013630
Calexico,California,"Yuma, AZ-El Centro, CA",771,1013631
California City,California,"Los Angeles, CA",803,1013632
California Hot Springs,California,"Fresno-Visalia, CA",866,1013633
Calimesa,California,"Los Angeles, CA",803,1013634
Calipatria,California,"Yuma, AZ-El Centro, CA",771,1013635
Calistoga,California,"San Francisco-Oakland-San Jose, CA",807,1013636
Calpella,California,"San Francisco-Oakland-San Jose, CA",807,1013637
Camarillo,California,"Los Angeles, CA",803,1013638
Cambria,California,"Santa Barbara-Santa Maria-San Luis Obispo, CA",855,1013639
Camino,California,"Sacramento-Stockton-Modesto, CA",862,1013640
Camp Pendleton North,California,"San Diego, CA",825,1013641
Campbell,California,"San Francisco-Oakland-San Jose, CA",807,1013642
Campo,California,"San Diego, CA",825,1013643
Camptonville,California,"Sacramento-Stockton-Modesto, CA",862,1013644
Canoga Park,California,"Los Angeles, CA",803,1013645
Canyon,California,"San Francisco-Oakland-San Jose, CA",807,1013646
Canyon Country,California,"Los Angeles, CA",803,1013647
Capistrano Beach,California,"Los Angeles, CA",803,1013648
Capitola,California,"Monterey-Salinas, CA",828,1013649
Cardiff,California,"San Diego, CA",825,1013650
Carlsbad,California,"San Diego, CA",825,1013651
Carmel,California,"Monterey-Salinas, CA",828,1013652
Carmel Valley,California,"Monterey-Salinas, CA",828,1013653
Carmichael,California,"Sacramento-Stockton-Modesto, CA",862,1013654
Carpinteria,California,"Santa Barbara-Santa Maria-San Luis Obispo, CA",855,1013655
Carson,California,"Los Angeles, CA",803,1013656
Caruthers,California,"Fresno-Visalia, CA",866,1013657
Castaic,California,"Los Angeles, CA",803,1013658
Castro Valley,California,"San Francisco-Oakland-San Jose, CA",807,1013659
Castroville,California,"Monterey-Salinas, CA",828,1013660
Cathedral City,California,"Palm Springs, CA",804,1013661
Cayucos,California,"Santa Barbara-Santa Maria-San Luis Obispo, CA",855,1013662
Cazadero,California,"San Francisco-Oakland-San Jose, CA",807,1013663
Cedar Glen,California,"Los Angeles, CA",803,1013664
Ceres,California,"Sacramento-Stockton-Modesto, CA",862,1013665
Cerritos,California,"Los Angeles, CA",803,1013666
Challenge,California,"Sacramento-Stockton-Modesto, CA",862,1013667
Chatsworth,California,"Los Angeles, CA",803,1013668
Chester,California,"Sacramento-Stockton-Modesto, CA",862,1013669
