"host","brand","gender","color","bcl0","bcl1","bcl2","bcl3","bcl4","lcat1","lcat0","name","fname","lname0","lname1","lname2"
"www.bidorbuy.co.za","beer soap","","multicolor","Home","Fashion","Fashion accessories","Headwear","Caps","Hunting","Accessories","usa itary camo hat assorted shades well army cap","usa","cap","army","army cap"
"www.bidorbuy.co.za","","","grey","Home","Fashion","Fashion accessories","Headwear","Caps","Clothing & Equipment","Headgear","us special multicam camo garrison style patrol cap","us","cap","patrol","patrol cap"
"www.bidorbuy.co.za","","","silver","Home","Fashion","Fashion accessories","Headwear","Caps","Findings","Bead Caps","bead caps aluminium 8 x 6 5mm","bead","5mm","6","6 5mm"
"www.asos.com","asos","men","turquoise","Home","Fashion","Fashion accessories","Headwear","Caps","Accessories","Caps & Hats","contrast turn beanie","contrast","beanie","turn","turn beanie"
"www.asos.com","new look","men","black","Home","Fashion","Fashion accessories","Headwear","Caps","Men","Caps & Hats","window pane beanie","window","beanie","pane","pane beanie"
"www.asos.com","new look","men","blue","Home","Fashion","Fashion accessories","Headwear","Caps","Accessories","Caps & Hats","sman beanie","sman","beanie","sman","sman beanie"
"www.asos.com","asos","men","red","Home","Fashion","Fashion accessories","Headwear","Caps","Men","Caps & Hats","sman face beanie","sman","beanie","face","face beanie"
"www.asos.com","jack & jones","men","red","Home","Fashion","Fashion accessories","Headwear","Caps","AN","AN","jack jones scarf beanie gloves giftset","jack","giftset","gloves","gloves giftset"
"www.asos.com","nike","men","black","Home","Fashion","Fashion accessories","Headwear","Caps","Men","Caps & Hats","sb snapback cap","sb","cap","snapback","snapback cap"
"www.asos.com","ralph lauren","men","blue","Home","Fashion","Fashion accessories","Headwear","Caps","Men","Caps & Hats","polo classic cap","polo","cap","classic","classic cap"
"www.asos.com","new look","men","red","Home","Fashion","Fashion accessories","Headwear","Caps","Men","Caps & Hats","beanie twist slub","beanie","slub","twist","twist slub"
"www.asos.com","river island","men","grey","Home","Fashion","Fashion accessories","Headwear","Caps","AN","AN","tweed flatcap","tweed","flatcap","tweed","tweed flatcap"
"www.amazon.co.uk","nike","men","multicolor","Home","Fashion","Fashion accessories","Headwear","Caps","Men","Caps","golf 2014 mens tour flex fit new cap active performance baseball hat","golf","hat","baseball","baseball hat"
"www.amazon.co.uk","nike","men","grey","Home","Fashion","Fashion accessories","Headwear","Caps","Men","Caps","golf 2014 mens tour flex fit new cap active performance baseball hat","golf","hat","baseball","baseball hat"
"www.amazon.co.uk","nike","men","multicolor","Home","Fashion","Fashion accessories","Headwear","Caps","Men","Caps","golf 2014 mens tour flex fit new cap active performance baseball hat","golf","hat","baseball","baseball hat"
"www.amazon.co.uk","nike","men","orange","Home","Fashion","Fashion accessories","Headwear","Caps","Men","Caps","golf 2014 mens tour flex fit new cap active performance baseball hat","golf","hat","baseball","baseball hat"
"www.amazon.co.uk","new era","","multicolor","Home","Fashion","Fashion accessories","Headwear","Caps","Clothing","Hats & Caps","minnesota timberwolves reverse 59fifty fitted nba cap","minnesota","cap","nba","nba cap"
"www.amazon.co.uk","hunt's","men","green","Home","Fashion","Fashion accessories","Headwear","Caps","Hats & Caps","Baseball Caps","hunts county traditional baggy cap","hunts","cap","baggy","baggy cap"
"www.amazon.co.uk","hunt's","men","blue","Home","Fashion","Fashion accessories","Headwear","Caps","Hats & Caps","Baseball Caps","hunts county traditional baggy cap","hunts","cap","baggy","baggy cap"
"www.amazon.co.uk","the north face","men","grey","Home","Fashion","Fashion accessories","Headwear","Caps","Hats & Caps","Skullies & Beanies","north face tenth beanie","north","beanie","tenth","tenth beanie"
"www.amazon.co.uk","mitchell & ness","","multicolor","Home","Fashion","Fashion accessories","Headwear","Caps","Clothing","Hats & Caps","mitchell ness notre dame fighting irish stretch fit ncaa cap","mitchell","cap","ncaa","ncaa cap"
"www.amazon.co.uk","new era","","beige/sand/tan","Home","Fashion","Fashion accessories","Headwear","Caps","Clothing","Hats & Caps","team hwc cleveland cavaliers cap","team","cap","cavaliers","cavaliers cap"
"www.amazon.co.uk","bmw","kids","beige/sand/tan","Home","Fashion","Fashion accessories","Headwear","Caps","Boys","Caps","genuine classic baseball cap hat 80 16 2 166 854","genuine","854","166","166 854"
"www.amazon.co.uk","new era","","blue","Home","Fashion","Fashion accessories","Headwear","Caps","Supporters' Gear","Baseball","nto jays pinch hitter adjustable cap game","nto","game","cap","cap game"
"www.amazon.co.uk","","men","blue","Home","Fashion","Fashion accessories","Headwear","Caps","Clothing","Men","ccm national draft three krowns sweden cap hat m","ccm","m","hat","hat m"
"www.amazon.co.uk","new era","","multicolor","Home","Fashion","Fashion accessories","Headwear","Caps","Clothing","Hats & Caps","la kings double stripe 9fifty snapback","la","snapback","9fifty","9fifty snapback"
"www.amazon.co.uk","o'neil","men","black","Home","Fashion","Fashion accessories","Headwear","Caps","Hats & Caps","Skullies & Beanies","l beanie 2mm","l","2mm","beanie","beanie 2mm"
"www.amazon.co.uk","babolat","men","white","Home","Fashion","Fashion accessories","Headwear","Caps","Men","Caps","tennis cap iv","tennis","iv","cap","cap iv"
"www.amazon.co.uk","reebok","","brown","Home","Fashion","Fashion accessories","Headwear","Caps","Clothing","Hats & Caps","winnipeg jets nhl hockey official team hat cap xl","winnipeg","xl","cap","cap xl"
"www.amazon.co.uk","the north face","women","brown","Home","Fashion","Fashion accessories","Headwear","Caps","Hats & Caps","Skullies & Beanies","north face cable minna beanie","north","beanie","minna","minna beanie"
"www.amazon.co.uk","the north face","women","silver","Home","Fashion","Fashion accessories","Headwear","Caps","Hats & Caps","Skullies & Beanies","north face cable minna beanie","north","beanie","minna","minna beanie"
"www.amazon.co.uk","callaway","men","black","Home","Fashion","Fashion accessories","Headwear","Caps","Hats & Caps","Baseball Caps","golf 2014 mens tour high pro golf cap active performance baseball hat","golf","hat","baseball","baseball hat"
"www.amazon.co.uk","callaway","men","blue","Home","Fashion","Fashion accessories","Headwear","Caps","Hats & Caps","Baseball Caps","golf 2014 mens tour high pro golf cap active performance baseball hat","golf","hat","baseball","baseball hat"
"www.amazon.co.uk","callaway","men","red","Home","Fashion","Fashion accessories","Headwear","Caps","Hats & Caps","Baseball Caps","golf 2014 mens tour high pro golf cap active performance baseball hat","golf","hat","baseball","baseball hat"
"www.amazon.co.uk","","men","brown","Home","Fashion","Fashion accessories","Headwear","Caps","Men","Hats & Caps","gamo night 458095828u ed cap led","gamo","led","cap","cap led"
"www.amazon.co.uk","the north face","men","grey","Home","Fashion","Fashion accessories","Headwear","Caps","Hats & Caps","Skullies & Beanies","north face cable minna beanie","north","beanie","minna","minna beanie"
"www.amazon.co.uk","","men","blue","Home","Fashion","Fashion accessories","Headwear","Caps","Men","Caps","mens distressed adjustable baseball caps casual wo leisure sports","mens","sports","leisure","leisure sports"
"www.amazon.co.uk","t&g","men","beige/sand/tan","Home","Fashion","Fashion accessories","Headwear","Caps","Men","Caps","solid long brim baseball cap hat","solid","hat","cap","cap hat"
"www.amazon.co.uk","","men","yellow","Home","Fashion","Fashion accessories","Headwear","Caps","Men","Caps","mens embroider design adjustable baseball caps bear animal casual wo leisure sports","mens","sports","leisure","leisure sports"
"www.amazon.co.uk","","men","","Home","Fashion","Fashion accessories","Headwear","Caps","Hats & Caps","Beanies","korda kamo beanie","korda","beanie","kamo","kamo beanie"
"www.amazon.co.uk","reebok","men","blue","Home","Fashion","Fashion accessories","Headwear","Caps","Clothing","Men","ferland trucker cap","ferland","cap","trucker","trucker cap"
"www.amazon.co.uk","","","multicolor","Home","Fashion","Fashion accessories","Headwear","Caps","Cycling","Helmets & Accessories","clement cycling cap","clement","cap","cycling","cycling cap"
"www.amazon.co.uk","nike","men","multicolor","Home","Fashion","Fashion accessories","Headwear","Caps","Men","Caps","roger federer hybrid cap","roger","cap","hybrid","hybrid cap"
"www.amazon.co.uk","under armour","women","multicolor","Home","Fashion","Fashion accessories","Headwear","Caps","Women","Caps","armour slouch beanie","armour","beanie","slouch","slouch beanie"
"www.amazon.co.uk","nike","kids","black","Home","Fashion","Fashion accessories","Headwear","Caps","Boys","Caps","knit hat junior","knit","junior","hat","hat junior"
"www.amazon.co.uk","callaway","men","blue","Home","Fashion","Fashion accessories","Headwear","Caps","Men","Caps","golf 2014 mens luid metal adjustable golf cap one size baseball hat","golf","hat","baseball","baseball hat"
"www.amazon.co.uk","callaway","men","black","Home","Fashion","Fashion accessories","Headwear","Caps","Hats & Caps","Baseball Caps","lo pro itary style golf cap","lo","cap","golf","golf cap"
"www.amazon.co.uk","fila","men","blue","Home","Fashion","Fashion accessories","Headwear","Caps","Men","Visors","vage sports visor cap multi ac01491 ns","vage","ns","ac01491","ac01491 ns"
"www.amazon.co.uk","fila","men","red","Home","Fashion","Fashion accessories","Headwear","Caps","Men","Visors","vage sports visor cap multi ac01491 ns","vage","ns","ac01491","ac01491 ns"
"www.amazon.co.uk","fila","men","white","Home","Fashion","Fashion accessories","Headwear","Caps","Men","Visors","vage sports visor cap multi ac01491 ns","vage","ns","ac01491","ac01491 ns"
"www.amazon.co.uk","callaway","men","multicolor","Home","Fashion","Fashion accessories","Headwear","Caps","Men","Caps","golf 2014 euro lo pro adjustable golf cap one size baseball hat","golf","hat","baseball","baseball hat"
"www.amazon.co.uk","callaway","men","red","Home","Fashion","Fashion accessories","Headwear","Caps","Men","Caps","golf 2014 euro lo pro adjustable golf cap one size baseball hat","golf","hat","baseball","baseball hat"
"www.amazon.co.uk","canterbury","","blue","Home","Fashion","Fashion accessories","Headwear","Caps","Rugby","Clothing","baseball cap","baseball","cap","baseball","baseball cap"
"www.amazon.co.uk","under armour","women","multicolor","Home","Fashion","Fashion accessories","Headwear","Caps","Women","Caps","armour retro fashion beanie","armour","beanie","fashion","fashion beanie"
"www.bloomingdales.com","collective","women","beige/sand/tan","Home","Home & Decor","Bed & Bath","Bed","Quilts/Blankets","Women","Women","4 dress cap sleeve circle quilt fit","4","fit","quilt","quilt fit"
"www.amazon.co.uk","","","white","Home","Fashion","Fashion accessories","Headwear","Caps","Snowboarding","Snowboards","airblaster air cap flex fit hat teal m s ski sboard","airblaster","sboard","ski","ski sboard"
"www.amazon.co.uk","","kids","beige/sand/tan","Home","Fashion","Fashion accessories","Headwear","Caps","Protective Gear","Knee Pads","greenery one pair high quality cartoon pred knee caps stretch brace pads support warmer crawling sports safety protector boys girls","greenery","girls","boys","boys girls"
"www.amazon.co.uk","","kids","grey","Home","Fashion","Fashion accessories","Headwear","Caps","Protective Gear","Knee Pads","greenery one pair high quality cartoon pred knee caps stretch brace pads support warmer crawling sports safety protector boys girls","greenery","girls","boys","boys girls"
"www.amazon.co.uk","","","multicolor","Home","Fashion","Fashion accessories","Headwear","Caps","Loaders & Accessories","Loaders","tri level tac cap tippmann 5 x7 h5 os61","tri","os61","h5","h5 os61"
"www.amazon.co.uk","","kids","black","Home","Fashion","Fashion accessories","Headwear","Caps","Protective Gear","Knee Pads","greenery one pair high quality cartoon pred knee caps stretch brace pads support warmer crawling sports safety protector boys girls","greenery","girls","boys","boys girls"
"www.amazon.co.uk","chelsea","kids","multicolor","Home","Fashion","Fashion accessories","Headwear","Caps","Clothing","Girls","heron baseball cap","heron","cap","baseball","baseball cap"
"www.amazon.co.uk","slazenger","women","beige/sand/tan","Home","Fashion","Fashion accessories","Headwear","Caps","Women","Caps","womens ladies golf hat knitted top sports accessory ladies","womens","ladies","accessory","accessory ladies"
"www.amazon.co.uk","nike","men","multicolor","Home","Fashion","Fashion accessories","Headwear","Caps","Men","Caps","golf 2013 tour flex fiolf cap hat","golf","hat","cap","cap hat"
"www.amazon.co.uk","tommy hilfiger","men","black","Home","Fashion","Fashion accessories","Headwear","Caps","Hats & Caps","Baseball Caps","classic bb baseball cap","classic","cap","baseball","baseball cap"
"www.amazon.co.uk","tommy hilfiger","men","red","Home","Fashion","Fashion accessories","Headwear","Caps","Hats & Caps","Baseball Caps","classic bb baseball cap","classic","cap","baseball","baseball cap"
"www.amazon.co.uk","","","grey","Home","Fashion","Fashion accessories","Headwear","Caps","Climbing","Harnesses","mammut el cap climbing helmet 2014 rock climbing helmet","mammut","helmet","climbing","climbing helmet"
"www.amazon.co.uk","","","white","Home","Fashion","Fashion accessories","Headwear","Caps","Climbing","Harnesses","mammut el cap climbing helmet 2014 rock climbing helmet","mammut","helmet","climbing","climbing helmet"
"www.amazon.co.uk","mercedes","","multicolor","Home","Fashion","Fashion accessories","Headwear","Caps","Supporters' Gear","Formula 1","vodafone 2012 lewis cap","vodafone","cap","lewis","lewis cap"
"www.bloomingdales.com","tibi","women","multicolor","Home","Fashion","Fashion accessories","Headwear","Caps","Contemporary","Contemporary","dress embroidered cuteyelet cap sleeve","dress","sleeve","cap","cap sleeve"
"www.amazon.co.uk","nike","women","blue","Home","Fashion","Fashion accessories","Headwear","Caps","Women","Caps","ladies perforated golf cap 2013","ladies","2013","cap","cap 2013"
"www.amazon.co.uk","nike","women","multicolor","Home","Fashion","Fashion accessories","Headwear","Caps","Women","Caps","ladies perforated golf cap 2013","ladies","2013","cap","cap 2013"
"www.amazon.co.uk","under armour","women","black","Home","Fashion","Fashion accessories","Headwear","Caps","Women","Caps","2014 armour shadow cap ladies golf cap","2014","cap","golf","golf cap"
"www.amazon.co.uk","under armour","men","multicolor","Home","Fashion","Fashion accessories","Headwear","Caps","Hats & Caps","Baseball Caps","armour washed curved adj cap","armour","cap","adj","adj cap"
"www.amazon.co.uk","kookaburra","","maroon","Home","Fashion","Fashion accessories","Headwear","Caps","Baseball","Clothing","baseball cap","baseball","cap","baseball","baseball cap"
"www.amazon.co.uk","new era","","blue","Home","Fashion","Fashion accessories","Headwear","Caps","Clothing","Hats & Caps","boston bruins 2 tone 9fifty snapback nhl cap m","boston","m","cap","cap m"
"www.amazon.co.uk","new era","men","multicolor","Home","Fashion","Fashion accessories","Headwear","Caps","Hats & Caps","Baseball Caps","ny yankees 59fifty cap","ny","cap","59fifty","59fifty cap"
"www.amazon.co.uk","new era","","blue","Home","Fashion","Fashion accessories","Headwear","Caps","Clothing","Hats & Caps","los angeles dodgers 39thirty classic cap","los","cap","classic","classic cap"
"www.amazon.co.uk","new era","","multicolor","Home","Fashion","Fashion accessories","Headwear","Caps","Clothing","Hats & Caps","los angeles dodgers 39thirty classic cap","los","cap","classic","classic cap"
"www.amazon.co.uk","new era","","multicolor","Home","Fashion","Fashion accessories","Headwear","Caps","Clothing","Hats & Caps","san francisco giants pinch hitter adjustable cap game","san","game","cap","cap game"
"www.amazon.co.uk","","","white","Home","Fashion","Fashion accessories","Headwear","Caps","Protective Gear","Protective Caps","venitex diamond v baseball cap style safety helmet hard hat","venitex","hat","hard","hard hat"
"www.amazon.co.uk","","","green","Home","Fashion","Fashion accessories","Headwear","Caps","Protective Gear","Protective Caps","safety baseball cap b brand","safety","brand","b","b brand"
"www.amazon.co.uk","","","orange","Home","Fashion","Fashion accessories","Headwear","Caps","Protective Gear","Protective Caps","safety baseball cap b brand","safety","brand","b","b brand"
"www.amazon.co.uk","","","red","Home","Fashion","Fashion accessories","Headwear","Caps","Protective Gear","Protective Caps","safety baseball cap b brand","safety","brand","b","b brand"
"www.amazon.co.uk","","","orange","Home","Fashion","Fashion accessories","Headwear","Caps","Protective Gear","Protective Caps","venitex diamond v baseball cap style safety helmet hard hat","venitex","hat","hard","hard hat"
"www.amazon.co.uk","","","black","Home","Fashion","Fashion accessories","Headwear","Caps","Protective Gear","Protective Caps","venitex diamond v baseball cap style safety helmet hard hat","venitex","hat","hard","hard hat"
"www.amazon.co.uk","","kids","orange","Home","Fashion","Fashion accessories","Headwear","Caps","Accessories","Hats & Caps","d ouml ll balaclava","d","balaclava","ll","ll balaclava"
"www.amazon.co.uk","helly hansen","men","red","Home","Fashion","Fashion accessories","Headwear","Caps","Hats & Caps","Skullies & Beanies","outline beanie","outline","beanie","outline","outline beanie"
"www.amazon.co.uk","helly hansen","men","green","Home","Fashion","Fashion accessories","Headwear","Caps","Hats & Caps","Skullies & Beanies","outline beanie","outline","beanie","outline","outline beanie"
"www.amazon.co.uk","to be reviewed","men","Yet to be reviewed","Home","Fashion","Fashion accessories","Headwear","Caps","Clothing","Men","official lnsed football team caps various team choose yet reviewed","official","reviewed","yet","yet reviewed"
"www.amazon.co.uk","to be reviewed","men","Yet to be reviewed","Home","Fashion","Fashion accessories","Headwear","Caps","Clothing","Men","official lnsed football team caps various team choose yet reviewed","official","reviewed","yet","yet reviewed"
"www.amazon.co.uk","the north face","women","multicolor","Home","Fashion","Fashion accessories","Headwear","Caps","Hats & Caps","Skullies & Beanies","north face fuzzy ear flap beanie","north","beanie","flap","flap beanie"
"www.amazon.co.uk","","men","blue","Home","Fashion","Fashion accessories","Headwear","Caps","Hats & Caps","Skullies & Beanies","gill gradient knit beanie","gill","beanie","knit","knit beanie"
"www.amazon.co.uk","manchester united","","multicolor","Home","Fashion","Fashion accessories","Headwear","Caps","Baseball","Clothing","taper baseball cap","taper","cap","baseball","baseball cap"
"www.amazon.co.uk","duck dynasty","men","black","Home","Fashion","Fashion accessories","Headwear","Caps","Men","Hats & Caps","outdoor cap beanie","outdoor","beanie","cap","cap beanie"
"www.amazon.co.uk","","men","beige/sand/tan","Home","Fashion","Fashion accessories","Headwear","Caps","Hats & Caps","Caps","nauticalia buoy racer yachting cap","nauticalia","cap","yachting","yachting cap"
"www.amazon.co.uk","","men","multicolor","Home","Fashion","Fashion accessories","Headwear","Caps","Men","Hats & Caps","jack pyke stealth baseball cap","jack","cap","baseball","baseball cap"
"www.amazon.co.uk","","women","brown","Home","Fashion","Fashion accessories","Headwear","Caps","Hats & Caps","Baseball Caps","capsforfriends baseball cap","capsforfriends","cap","baseball","baseball cap"
"www.amazon.co.uk","","women","multicolor","Home","Fashion","Fashion accessories","Headwear","Caps","Hats & Caps","Baseball Caps","capsforfriends baseball cap","capsforfriends","cap","baseball","baseball cap"
"www.amazon.co.uk","","men","white","Home","Fashion","Fashion accessories","Headwear","Caps","Men","Caps","blank british flag snapback baseball cap 100 baseball snapback cap","blank","cap","snapback","snapback cap"
"www.amazon.co.uk","","kids","beige/sand/tan","Home","Fashion","Fashion accessories","Headwear","Caps","Boys","Caps","deep letter embroidery camouflage cap baseball hat","deep","hat","baseball","baseball hat"
"www.amazon.co.uk","","men","black","Home","Fashion","Fashion accessories","Headwear","Caps","Men","Caps","mens distressed adjustable baseball caps casual wo leisure sports","mens","sports","leisure","leisure sports"
"www.amazon.co.uk","","men","black","Home","Fashion","Fashion accessories","Headwear","Caps","Hats & Caps","Skullies & Beanies","flow iii","flow","iii","flow","flow iii"
"www.amazon.co.uk","","men","blue","Home","Fashion","Fashion accessories","Headwear","Caps","Hats & Caps","Skullies & Beanies","flow iii","flow","iii","flow","flow iii"
"www.amazon.co.uk","o'neil","men","multicolor","Home","Fashion","Fashion accessories","Headwear","Caps","Hats & Caps","Skullies & Beanies","l mona beanie","l","beanie","mona","mona beanie"
"www.amazon.co.uk","","men","multicolor","Home","Fashion","Fashion accessories","Headwear","Caps","Hats & Caps","Skullies & Beanies","beechfield teamwear beanie mens","beechfield","mens","beanie","beanie mens"
"www.amazon.co.uk","","men","red","Home","Fashion","Fashion accessories","Headwear","Caps","Hats & Caps","Visors","flair hair visor hair","flair","hair","visor","visor hair"
"www.amazon.co.uk","billabong","women","Yet to be reviewed","Home","Fashion","Fashion accessories","Headwear","Caps","Hats & Caps","Skullies & Beanies","beanie ivonna beanie yet reviewed","beanie","reviewed","yet","yet reviewed"
"www.amazon.co.uk","dakine","men","red","Home","Fashion","Fashion accessories","Headwear","Caps","Hats & Caps","Skullies & Beanies","beanie tall boy beanie","beanie","beanie","boy","boy beanie"
"www.amazon.co.uk","dakine","men","green","Home","Fashion","Fashion accessories","Headwear","Caps","Hats & Caps","Skullies & Beanies","beanie tall boy beanie","beanie","beanie","boy","boy beanie"
"www.amazon.co.uk","dakine","men","Yet to be reviewed","Home","Fashion","Fashion accessories","Headwear","Caps","Hats & Caps","Skullies & Beanies","beanie tall boy beanie yet reviewed","beanie","reviewed","yet","yet reviewed"
"www.amazon.co.uk","new era","","multicolor","Home","Fashion","Fashion accessories","Headwear","Caps","Clothing","Hats & Caps","new orleans sas first adjustable cap","new","cap","adjustable","adjustable cap"
"www.amazon.co.uk","new era","","green","Home","Fashion","Fashion accessories","Headwear","Caps","Clothing","Hats & Caps","field wer beanie bay packers","field","packers","bay","bay packers"
"www.amazon.co.uk","new era","men","multicolor","Home","Fashion","Fashion accessories","Headwear","Caps","Hats & Caps","Baseball Caps","boston sox league cap 59fifty","boston","59fifty","cap","cap 59fifty"
"www.amazon.co.uk","","men","blue","Home","Fashion","Fashion accessories","Headwear","Caps","Hats & Caps","Skullies & Beanies","mens small ribbed knitted beanie one size night","mens","night","size","size night"
"www.amazon.co.uk","","men","multicolor","Home","Fashion","Fashion accessories","Headwear","Caps","Men","Balaclavas","tinksky reg outdoor seamless pring balaclavas mask caps cycling windproof dustproof helmet liner","tinksky","liner","helmet","helmet liner"
"www.amazon.co.uk","","men","beige/sand/tan","Home","Fashion","Fashion accessories","Headwear","Caps","Men","Balaclavas","tinksky reg outdoor seamless pring balaclavas mask caps cycling windproof dustproof helmet liner","tinksky","liner","helmet","helmet liner"
"www.amazon.co.uk","","men","Yet to be reviewed","Home","Fashion","Fashion accessories","Headwear","Caps","Men","Balaclavas","tinksky reg outdoor seamless pring balaclavas mask caps cycling windproof dustproof helmet liner yet reviewed","tinksky","reviewed","yet","yet reviewed"
"www.amazon.co.uk","","men","Yet to be reviewed","Home","Fashion","Fashion accessories","Headwear","Caps","Men","Balaclavas","tinksky reg outdoor seamless pring balaclavas mask caps cycling windproof dustproof helmet liner yet reviewed","tinksky","reviewed","yet","yet reviewed"
"www.amazon.co.uk","","men","Yet to be reviewed","Home","Fashion","Fashion accessories","Headwear","Caps","Men","Balaclavas","tinksky reg outdoor seamless pring balaclavas mask caps cycling windproof dustproof helmet liner yet reviewed","tinksky","reviewed","yet","yet reviewed"
"www.amazon.co.uk","","men","Yet to be reviewed","Home","Fashion","Fashion accessories","Headwear","Caps","Men","Balaclavas","tinksky reg outdoor seamless pring balaclavas mask caps cycling windproof dustproof helmet liner yet reviewed","tinksky","reviewed","yet","yet reviewed"
"www.amazon.co.uk","","men","Yet to be reviewed","Home","Fashion","Fashion accessories","Headwear","Caps","Men","Balaclavas","tinksky reg outdoor seamless pring balaclavas mask caps cycling windproof dustproof helmet liner yet reviewed","tinksky","reviewed","yet","yet reviewed"
"www.amazon.co.uk","vans","women","multicolor","Home","Fashion","Fashion accessories","Headwear","Caps","Hats & Caps","Skullies & Beanies","bop beanie one size","bop","size","one","one size"
"www.amazon.co.uk","new era","men","multicolor","Home","Fashion","Fashion accessories","Headwear","Caps","Hats & Caps","Baseball Caps","59fifty la dodgers baseball cap","59fifty","cap","baseball","baseball cap"
"www.amazon.co.uk","","","red","Home","Fashion","Fashion accessories","Headwear","Caps","Clothing","Hats & Caps","arsenal captains armband","arsenal","armband","captains","captains armband"
"www.amazon.co.uk","oakley","","transperant","Home","Fashion","Fashion accessories","Headwear","Caps","Water Polo","Caps","baker brim beanie hat worn transpnt","baker","transpnt","worn","worn transpnt"
"www.amazon.co.uk","new era","kids","green","Home","Fashion","Fashion accessories","Headwear","Caps","Baseball","Clothing","cap co boys age 9 16 california oakland athletics snapback cap bottle boys m","cap","m","boys","boys m"
"www.amazon.co.uk","new era","men","blue","Home","Fashion","Fashion accessories","Headwear","Caps","Hats & Caps","Baseball Caps","field 59fifty dallas cowboys fitted cap","field","cap","fitted","fitted cap"
"www.amazon.co.uk","new era","men","multicolor","Home","Fashion","Fashion accessories","Headwear","Caps","Hats & Caps","Baseball Caps","field 59fifty dallas cowboys fitted cap","field","cap","fitted","fitted cap"
"www.amazon.co.uk","nike","men","multicolor","Home","Fashion","Fashion accessories","Headwear","Caps","Men","Caps","golf 2014 mens tour flex fit new cap active performance baseball hat","golf","hat","baseball","baseball hat"
"www.amazon.co.uk","nike","men","orange","Home","Fashion","Fashion accessories","Headwear","Caps","Men","Caps","golf 2014 mens tour flex fit new cap active performance baseball hat","golf","hat","baseball","baseball hat"
"www.amazon.co.uk","nike","men","white","Home","Fashion","Fashion accessories","Headwear","Caps","Men","Caps","golf 2014 mens tour flex fit new cap active performance baseball hat","golf","hat","baseball","baseball hat"
"www.amazon.co.uk","nike","women","blue","Home","Fashion","Fashion accessories","Headwear","Caps","Hats & Headwear","Caps","athletic west 84 pr cap","athletic","cap","pr","pr cap"
"www.amazon.co.uk","volcom","men","multicolor","Home","Fashion","Fashion accessories","Headwear","Caps","Hats & Caps","Baseball Caps","full stone xfit baseball cap","full","cap","baseball","baseball cap"
"www.amazon.co.uk","volcom","men","white","Home","Fashion","Fashion accessories","Headwear","Caps","Hats & Caps","Baseball Caps","full stone xfit baseball cap","full","cap","baseball","baseball cap"
"www.amazon.co.uk","volcom","men","grey","Home","Fashion","Fashion accessories","Headwear","Caps","Hats & Caps","Baseball Caps","full stone xfit baseball cap","full","cap","baseball","baseball cap"
"www.amazon.co.uk","barts","men","black","Home","Fashion","Fashion accessories","Headwear","Caps","Hats & Caps","Skullies & Beanies","stars beanie","stars","beanie","stars","stars beanie"
"www.amazon.co.uk","highlander","men","black","Home","Fashion","Fashion accessories","Headwear","Caps","Hats & Caps","Balaclavas","fleece face mask helmet liner balaclava one size","fleece","size","one","one size"
"www.amazon.co.uk","oakley","men","blue","Home","Fashion","Fashion accessories","Headwear","Caps","Hats & Caps","Skullies & Beanies","herren m atilde frac14 tze retro flip beanie","herren","beanie","flip","flip beanie"
"www.amazon.co.uk","","kids","violet","Home","Fashion","Fashion accessories","Headwear","Caps","Accessories","Hats & Caps","didriksons biggles childrens boys girls waterproof insulated hat cap","didriksons","cap","hat","hat cap"
"www.amazon.co.uk","","kids","orange","Home","Fashion","Fashion accessories","Headwear","Caps","Accessories","Hats & Caps","didriksons biggles childrens boys girls waterproof insulated hat cap","didriksons","cap","hat","hat cap"
"www.amazon.co.uk","","men","Yet to be reviewed","Home","Fashion","Fashion accessories","Headwear","Caps","Hats & Caps","Balaclavas","tinksky reg eminem survival call duty 10 theme music ghosts hoods skull skeleton half face face mask yet reviewed","tinksky","reviewed","yet","yet reviewed"
"www.amazon.co.uk","","men","Yet to be reviewed","Home","Fashion","Fashion accessories","Headwear","Caps","Hats & Caps","Balaclavas","tinksky reg eminem survival call duty 10 theme music ghosts hoods skull skeleton half face face mask yet reviewed","tinksky","reviewed","yet","yet reviewed"
"www.amazon.co.uk","","men","Yet to be reviewed","Home","Fashion","Fashion accessories","Headwear","Caps","Hats & Caps","Balaclavas","tinksky reg eminem survival call duty 10 theme music ghosts hoods skull skeleton half face face mask yet reviewed","tinksky","reviewed","yet","yet reviewed"
"www.amazon.co.uk","","kids","Yet to be reviewed","Home","Fashion","Fashion accessories","Headwear","Caps","Accessories","Hats & Caps","didriksons biggles childrens boys girls waterproof insulated hat cap yet reviewed","didriksons","reviewed","yet","yet reviewed"
"www.amazon.co.uk","","men","white","Home","Fashion","Fashion accessories","Headwear","Caps","Hats & Caps","Balaclavas","gwinner reg balaclava head neck warmer ski sboard outdoor sports silverplus reg","gwinner","reg","silverplus","silverplus reg"
"www.amazon.co.uk","","kids","multicolor","Home","Fashion","Fashion accessories","Headwear","Caps","Accessories","Hats & Caps","dare 2b flip beanie boys","dare","boys","beanie","beanie boys"
"www.amazon.co.uk","attire","","multicolor","Home","Fashion","Fashion accessories","Headwear","Caps","Novelty & Special Use","Traditional Clothing","university academic mortarboard bachelor graduation cap","university","cap","graduation","graduation cap"
"www.amazon.co.uk","volcom","men","brown","Home","Fashion","Fashion accessories","Headwear","Caps","Hats & Caps","Skullies & Beanies","full stone cuff beanie","full","beanie","cuff","cuff beanie"
